Pixel,Thickness (nm),
10034.000000,240.006180,
10043.000000,182.783264,
10044.000000,169.710007,
10045.000000,139.946442,
10046.000000,107.334030,
10081.000000,107.334030,
10110.000000,139.946442,
10122.000000,240.006180,
10124.000000,265.095490,
10125.000000,240.006180,
10141.000000,96.002472,
10148.000000,139.946442,
10159.000000,75.896622,
10168.000000,75.896622,
10179.000000,96.002472,
10188.000000,122.379623,
10203.000000,96.002472,
10210.000000,122.379623,
10231.000000,75.896622,
10239.000000,48.001236,
10271.000000,217.334839,
10279.000000,101.825996,
10293.000000,75.896622,
10324.000000,144.003708,
10338.000000,75.896622,
10354.000000,192.004944,
10359.000000,227.689850,
10409.000000,192.004944,
10410.000000,169.710007,
10415.000000,101.825996,
10416.000000,101.825996,
10417.000000,101.825996,
10419.000000,75.896622,
10458.000000,33.942001,
10478.000000,217.334839,
10504.000000,169.710007,
10510.000000,169.710007,
10517.000000,48.001236,
10527.000000,107.334030,
10539.000000,122.379623,
10547.000000,107.334030,
10575.000000,122.379623,
10591.000000,122.379623,
10600.000000,182.783264,
10623.000000,182.783264,
10645.000000,217.334839,
10694.000000,273.649139,
10700.000000,273.649139,
10711.000000,75.896622,
10712.000000,75.896622,
10726.000000,135.768005,
10753.000000,151.793243,
10770.000000,303.586487,
10778.000000,288.007416,
10779.000000,265.095490,
10810.000000,288.007416,
10849.000000,135.768005,
10862.000000,101.825996,
10875.000000,173.070923,
10889.000000,135.768005,
10904.000000,75.896622,
10929.000000,139.946442,
10941.000000,122.379623,
10967.000000,144.003708,
10985.000000,96.002472,
11019.000000,139.946442,
11027.000000,107.334030,
11056.000000,244.759247,
11066.000000,169.710007,
11071.000000,96.002472,
11106.000000,96.002472,
11121.000000,48.001236,
11135.000000,139.946442,
11136.000000,151.793243,
11164.000000,75.896622,
11172.000000,122.379623,
11183.000000,96.002472,
11192.000000,96.002472,
11204.000000,107.334030,
11211.000000,122.379623,
11228.000000,96.002472,
11233.000000,122.379623,
11256.000000,75.896622,
11263.000000,75.896622,
11286.000000,265.095490,
11296.000000,217.334839,
11302.000000,135.768005,
11318.000000,75.896622,
11348.000000,169.710007,
11363.000000,75.896622,
11376.000000,169.710007,
11377.000000,192.004944,
11383.000000,206.461136,
11416.000000,247.101486,
11435.000000,169.710007,
11436.000000,144.003708,
11437.000000,122.379623,
11438.000000,107.334030,
11444.000000,75.896622,
11482.000000,48.001236,
11501.000000,217.334839,
11527.000000,169.710007,
11535.000000,169.710007,
11541.000000,75.896622,
11551.000000,122.379623,
11563.000000,96.002472,
11572.000000,96.002472,
11600.000000,107.334030,
11616.000000,122.379623,
11624.000000,197.914169,
11669.000000,197.914169,
11691.000000,182.783264,
11692.000000,197.914169,
11693.000000,217.334839,
11733.000000,107.334030,
11734.000000,96.002472,
11749.000000,107.334030,
11794.000000,320.208191,
11800.000000,312.929779,
11801.000000,288.007416,
11835.000000,288.007416,
11873.000000,139.946442,
11886.000000,96.002472,
11899.000000,182.783264,
11911.000000,75.896622,
11912.000000,101.825996,
11927.000000,75.896622,
11953.000000,151.793243,
11965.000000,139.946442,
11978.000000,122.379623,
11979.000000,151.793243,
11980.000000,182.783264,
11981.000000,214.668060,
11982.000000,227.689850,
11992.000000,144.003708,
12010.000000,75.896622,
12026.000000,33.942001,
12043.000000,122.379623,
12052.000000,96.002472,
12060.000000,75.896622,
12061.000000,96.002472,
12062.000000,96.002472,
12063.000000,75.896622,
12064.000000,48.001236,
