Holes Inv Int (1/um),
0.010504,
0.018382,
0.007740,
0.006394,
0.016340,
0.012255,
0.012255,
0.011312,
0.011312,
0.021008,
0.021008,
0.010504,
0.006394,
0.024510,
0.007353,
0.024510,
0.036765,
0.014706,
0.021008,
0.029412,
0.036765,
0.029412,
0.005071,
0.036765,
0.024510,
0.018382,
0.036765,
0.024510,
0.024510,
0.006394,
0.024510,
0.004325,
0.018382,
0.024510,
0.007353,
0.014706,
0.006394,
0.014706,
0.005882,
0.008170,
0.014706,
0.016340,
0.021008,
0.007353,
0.013369,
0.013369,
0.021008,
0.036765,
0.006127,
0.036765,
0.009191,
0.011312,
0.018382,
0.024510,
0.021008,
0.021008,
0.021008,
0.036765,
0.029412,
0.016340,
0.036765,
0.014706,
0.021008,
0.036765,
0.021008,
0.029412,
0.009804,
0.008651,
0.036765,
0.036765,
0.010504,
0.036765,
0.024510,
0.021008,
0.036765,
0.016340,
0.024510,
0.036765,
0.005447,
0.007353,
0.024510,
0.014706,
0.036765,
0.018382,
0.013369,
0.021008,
0.029412,
0.036765,
0.016340,
0.007003,
0.014706,
0.018382,
0.003420,
0.012255,
0.009804,
0.024510,
0.024510,
0.006127,
0.013369,
0.029412,
0.004325,
0.016340,
0.014706,
0.036765,
0.021008,
0.029412,
0.024510,
0.005071,
0.029412,
0.013369,
0.005447,
0.029412,
0.011312,
0.006394,
0.009191,
0.024510,
0.024510,
0.012255,
0.029412,
0.005252,
0.014706,
0.011312,
0.009191,
0.036765,
0.009191,
0.014706,
0.007353,
0.016340,
0.018382,
0.029412,
0.036765,
0.008170,
0.024510,
0.006684,
0.036765,
0.011312,
0.013369,
0.036765,
0.036765,
0.021008,
0.036765,
0.009191,
0.036765,
0.008170,
0.013369,
0.018382,
0.013369,
0.021008,
0.029412,
0.007003,
0.018382,
0.008651,
0.011312,
0.018382,
0.009191,
0.010504,
0.021008,
0.029412,
0.014706,
0.018382,
0.024510,
0.016340,
0.006394,
0.036765,
0.005882,
0.024510,
0.009804,
0.012255,
0.021008,
0.012255,
0.024510,
0.029412,
0.024510,
0.006127,
0.036765,
0.016340,
0.011312,
0.012255,
0.024510,
0.036765,
0.014706,
0.029412,
0.024510,
0.036765,
0.012255,
0.024510,
0.005252,
0.009191,
0.014706,
0.036765,
0.024510,
0.016340,
0.029412,
0.021008,
0.029412,
0.008170,
0.036765,
0.011312,
0.036765,
0.036765,
0.024510,
0.011312,
0.006684,
0.008651,
0.014706,
0.029412,
0.018382,
0.018382,
0.009191,
0.007353,
0.036765,
0.021008,
0.021008,
0.036765,
0.008651,
0.016340,
0.021008,
0.011312,
0.013369,
0.024510,
0.009191,
0.029412,
0.006394,
0.029412,
0.016340,
0.036765,
0.029412,
0.036765,
0.029412,
0.029412,
0.009191,
0.021008,
0.029412,
0.018382,
0.014706,
0.009191,
0.003975,
0.004902,
0.036765,
0.018382,
0.029412,
0.036765,
0.018382,
0.036765,
0.009191,
0.013369,
0.024510,
0.021008,
0.013369,
0.036765,
0.003771,
0.003676,
0.011312,
0.018382,
0.036765,
0.036765,
0.029412,
0.009191,
0.013369,
0.024510,
0.024510,
0.036765,
0.010504,
0.018382,
0.021008,
0.005447,
0.003064,
0.021008,
0.016340,
0.018382,
0.036765,
0.036765,
0.036765,
0.008651,
0.012255,
0.018382,
0.036765,
0.010504,
0.024510,
0.011312,
0.024510,
0.009804,
0.004085,
0.010504,
0.036765,
0.016340,
0.012255,
0.036765,
0.036765,
0.012255,
0.008651,
0.010504,
0.021008,
0.036765,
0.013369,
0.013369,
0.029412,
0.013369,
0.008170,
0.004456,
0.009191,
0.018382,
0.018382,
0.014706,
0.009804,
0.036765,
0.029412,
0.036765,
0.021008,
0.014706,
0.011312,
0.024510,
0.021008,
0.024510,
0.016340,
0.018382,
0.018382,
0.007353,
0.024510,
0.012255,
0.018382,
0.014706,
0.036765,
0.008170,
0.016340,
0.036765,
0.029412,
0.036765,
0.024510,
0.018382,
0.014706,
0.018382,
0.024510,
0.029412,
0.016340,
0.029412,
0.021008,
0.005656,
0.024510,
0.021008,
0.016340,
0.016340,
0.036765,
0.024510,
0.024510,
0.008651,
0.036765,
0.029412,
0.036765,
0.024510,
0.036765,
0.029412,
0.029412,
0.013369,
0.008170,
0.024510,
0.021008,
0.029412,
0.024510,
0.014706,
0.010504,
0.014706,
0.036765,
0.024510,
0.021008,
0.024510,
0.036765,
0.024510,
0.018382,
0.024510,
0.029412,
0.016340,
0.016340,
0.036765,
0.029412,
0.036765,
0.036765,
0.024510,
0.024510,
0.036765,
0.014706,
0.004456,
0.021008,
0.024510,
0.029412,
0.018382,
0.010504,
0.016340,
0.021008,
0.014706,
0.016340,
0.029412,
0.036765,
0.012255,
0.016340,
0.021008,
0.024510,
0.014706,
0.036765,
0.029412,
0.029412,
0.016340,
0.036765,
0.024510,
0.029412,
0.036765,
0.024510,
0.014706,
0.029412,
0.014706,
0.029412,
0.018382,
0.024510,
0.036765,
0.010504,
0.029412,
0.024510,
0.021008,
0.014706,
0.009191,
0.013369,
0.021008,
0.014706,
0.029412,
0.009191,
0.009804,
0.029412,
0.036765,
0.029412,
0.021008,
0.013369,
0.024510,
0.014706,
0.012255,
0.029412,
0.012255,
0.029412,
0.018382,
0.005252,
0.013369,
0.016340,
0.014706,
0.021008,
0.036765,
0.024510,
0.008651,
0.012255,
0.029412,
0.036765,
0.021008,
0.014706,
0.007353,
0.016340,
0.009804,
0.036765,
0.029412,
0.014706,
0.036765,
0.018382,
0.029412,
0.013369,
0.011312,
0.024510,
0.036765,
0.014706,
0.014706,
0.013369,
0.036765,
0.036765,
0.021008,
0.010504,
0.016340,
0.024510,
0.029412,
0.021008,
0.009191,
0.016340,
0.012255,
0.036765,
0.029412,
0.016340,
0.036765,
0.009804,
0.036765,
0.007740,
0.009804,
0.036765,
0.036765,
0.024510,
0.029412,
0.013369,
0.014706,
0.012255,
0.036765,
0.018382,
0.036765,
0.014706,
0.024510,
0.018382,
0.024510,
0.012255,
0.021008,
0.013369,
0.024510,
0.012255,
0.024510,
0.008170,
0.018382,
0.029412,
0.029412,
0.011312,
0.029412,
0.012255,
0.021008,
0.029412,
0.011312,
0.016340,
0.036765,
0.036765,
0.029412,
0.024510,
0.012255,
0.024510,
0.012255,
0.029412,
0.007353,
0.013369,
0.029412,
0.012255,
0.012255,
0.018382,
0.013369,
0.036765,
0.036765,
0.029412,
0.021008,
0.029412,
0.021008,
0.012255,
0.024510,
0.029412,
0.004325,
0.021008,
0.007353,
0.036765,
0.014706,
0.009191,
0.029412,
0.036765,
0.029412,
0.021008,
0.007740,
0.029412,
0.029412,
0.012255,
0.036765,
0.021008,
0.006684,
0.018382,
0.036765,
0.016340,
0.009191,
0.036765,
0.021008,
0.036765,
0.009191,
0.014706,
0.029412,
0.036765,
0.024510,
0.024510,
0.011312,
0.024510,
0.009804,
0.036765,
0.024510,
0.029412,
0.036765,
0.007740,
0.016340,
0.029412,
0.018382,
0.014706,
0.029412,
0.021008,
0.029412,
0.016340,
0.021008,
0.016340,
0.024510,
0.021008,
0.024510,
0.021008,
0.010504,
0.029412,
0.012255,
0.016340,
0.029412,
0.036765,
0.021008,
0.014706,
0.021008,
0.021008,
0.021008,
0.036765,
0.036765,
0.024510,
0.036765,
0.016340,
0.018382,
0.018382,
0.008651,
0.021008,
0.029412,
0.018382,
0.010504,
0.024510,
0.018382,
0.014706,
0.021008,
0.013369,
0.029412,
0.014706,
0.036765,
0.036765,
0.016340,
0.029412,
0.007740,
0.007740,
0.036765,
0.018382,
0.036765,
0.021008,
0.009804,
0.018382,
0.029412,
0.009191,
0.036765,
0.014706,
0.029412,
0.012255,
0.014706,
0.010504,
0.021008,
0.024510,
0.012255,
0.008170,
0.036765,
0.029412,
0.014706,
0.016340,
0.011312,
0.016340,
0.036765,
0.029412,
0.014706,
0.024510,
0.024510,
0.024510,
0.024510,
0.036765,
0.024510,
0.036765,
0.016340,
0.011312,
0.029412,
0.036765,
0.012255,
0.016340,
0.012255,
0.024510,
0.014706,
0.029412,
0.036765,
0.029412,
0.036765,
0.036765,
0.018382,
0.036765,
0.024510,
0.018382,
0.024510,
0.014706,
0.024510,
0.021008,
0.018382,
0.014706,
0.036765,
0.018382,
0.014706,
0.029412,
0.036765,
0.018382,
0.013369,
0.012255,
0.024510,
0.021008,
0.018382,
0.012255,
0.018382,
0.007740,
0.024510,
0.018382,
0.024510,
0.029412,
0.036765,
0.029412,
0.036765,
0.036765,
0.010504,
0.021008,
0.036765,
0.006394,
0.009191,
0.009804,
0.018382,
0.021008,
0.036765,
0.036765,
0.016340,
0.014706,
0.016340,
0.016340,
0.036765,
0.011312,
0.007353,
0.009191,
0.024510,
0.036765,
0.036765,
0.009191,
0.012255,
0.029412,
0.021008,
0.007353,
0.004596,
0.006127,
0.029412,
0.021008,
0.029412,
0.011312,
0.029412,
0.016340,
0.014706,
0.011312,
0.013369,
0.024510,
0.007003,
0.008170,
0.018382,
0.036765,
0.036765,
0.003771,
0.013369,
0.006394,
0.014706,
0.021008,
0.007740,
0.016340,
0.009191,
0.016340,
0.013369,
0.011312,
0.013369,
0.004202,
0.008651,
0.036765,
0.029412,
0.005656,
0.029412,
0.021008,
0.012255,
0.036765,
0.005656,
0.012255,
0.010504,
0.016340,
0.016340,
0.011312,
0.012255,
0.005882,
0.008651,
0.009804,
0.009804,
0.011312,
0.004902,
0.018382,
0.016340,
0.009191,
0.029412,
0.005252,
0.006127,
0.036765,
0.016340,
0.013369,
0.021008,
0.011312,
0.005882,
0.006127,
0.018382,
0.009191,
0.016340,
0.006394,
0.036765,
0.024510,
0.008170,
0.007003,
0.036765,
0.024510,
0.010504,
0.029412,
0.005447,
0.036765,
0.036765,
0.036765,
0.024510,
0.008651,
0.036765,
0.010504,
0.005882,
0.029412,
0.021008,
0.006127,
0.036765,
0.016340,
0.008651,
0.036765,
0.029412,
0.024510,
0.029412,
0.021008,
0.021008,
0.016340,
0.016340,
0.036765,
0.010504,
0.009804,
0.005447,
0.018382,
0.018382,
0.029412,
0.011312,
0.016340,
0.029412,
0.029412,
0.024510,
0.011312,
0.018382,
0.024510,
0.029412,
0.029412,
0.029412,
0.012255,
0.008651,
0.005447,
0.014706,
0.016340,
0.024510,
0.024510,
0.008170,
0.010504,
0.009191,
0.036765,
0.021008,
0.024510,
0.024510,
0.013369,
0.014706,
0.029412,
0.013369,
0.018382,
0.029412,
0.006127,
0.008170,
0.029412,
0.029412,
0.005252,
0.005882,
0.018382,
0.024510,
0.012255,
0.009804,
0.036765,
0.029412,
0.029412,
0.029412,
0.036765,
0.013369,
0.036765,
0.021008,
0.024510,
0.013369,
0.007353,
0.036765,
0.012255,
0.024510,
0.036765,
0.004202,
0.008651,
0.005252,
0.036765,
0.018382,
0.013369,
0.014706,
0.024510,
0.024510,
0.021008,
0.029412,
0.012255,
0.008170,
0.036765,
0.024510,
0.018382,
0.004202,
0.021008,
0.011312,
0.007353,
0.036765,
0.021008,
0.010504,
0.005656,
0.029412,
0.021008,
0.012255,
0.009191,
0.036765,
0.021008,
0.012255,
0.016340,
0.005071,
0.024510,
0.010504,
0.013369,
0.029412,
0.012255,
0.004085,
0.036765,
0.013369,
0.029412,
0.011312,
0.016340,
0.009804,
0.036765,
0.016340,
0.008170,
0.036765,
0.021008,
0.007740,
0.007003,
0.011312,
0.018382,
0.036765,
0.013369,
0.004202,
0.010504,
0.036765,
0.012255,
0.005252,
0.010504,
0.024510,
0.016340,
0.016340,
0.024510,
0.014706,
0.008170,
0.010504,
0.011312,
0.003420,
0.011312,
0.016340,
0.009191,
0.011312,
0.024510,
0.016340,
0.014706,
0.018382,
0.009191,
0.012255,
0.014706,
0.036765,
0.021008,
0.012255,
0.013369,
0.021008,
0.018382,
0.021008,
0.014706,
0.009191,
0.011312,
0.024510,
0.018382,
0.024510,
0.010504,
0.016340,
0.004902,
0.014706,
0.012255,
0.018382,
0.021008,
0.013369,
0.029412,
0.013369,
0.018382,
0.029412,
0.014706,
0.016340,
0.012255,
0.006684,
0.029412,
0.029412,
0.010504,
0.016340,
0.016340,
0.005071,
0.029412,
0.012255,
0.036765,
0.013369,
0.012255,
0.018382,
0.036765,
0.013369,
0.029412,
0.016340,
0.013369,
