Holes Int (um),
220.623000,
101.826000,
118.797000,
84.855000,
203.652000,
169.710000,
67.884000,
135.768000,
203.652000,
101.826000,
101.826000,
101.826000,
67.884000,
186.681000,
118.797000,
152.739000,
101.826000,
288.507000,
84.855000,
118.797000,
135.768000,
84.855000,
254.565000,
254.565000,
169.710000,
67.884000,
101.826000,
186.681000,
67.884000,
186.681000,
67.884000,
203.652000,
118.797000,
84.855000,
203.652000,
118.797000,
186.681000,
67.884000,
84.855000,
220.623000,
84.855000,
135.768000,
220.623000,
169.710000,
271.536000,
101.826000,
118.797000,
152.739000,
135.768000,
101.826000,
67.884000,
67.884000,
101.826000,
186.681000,
135.768000,
135.768000,
271.536000,
118.797000,
67.884000,
67.884000,
152.739000,
220.623000,
237.594000,
220.623000,
67.884000,
67.884000,
101.826000,
135.768000,
135.768000,
101.826000,
67.884000,
101.826000,
84.855000,
135.768000,
84.855000,
67.884000,
220.623000,
118.797000,
135.768000,
101.826000,
169.710000,
118.797000,
135.768000,
84.855000,
67.884000,
135.768000,
169.710000,
152.739000,
322.449000,
152.739000,
220.623000,
169.710000,
339.420000,
84.855000,
84.855000,
84.855000,
186.681000,
118.797000,
101.826000,
101.826000,
118.797000,
203.652000,
67.884000,
67.884000,
118.797000,
135.768000,
84.855000,
118.797000,
288.507000,
186.681000,
118.797000,
84.855000,
169.710000,
67.884000,
152.739000,
203.652000,
84.855000,
152.739000,
118.797000,
152.739000,
118.797000,
84.855000,
67.884000,
135.768000,
67.884000,
169.710000,
118.797000,
220.623000,
84.855000,
135.768000,
67.884000,
169.710000,
84.855000,
135.768000,
101.826000,
169.710000,
271.536000,
118.797000,
305.478000,
101.826000,
271.536000,
322.449000,
101.826000,
101.826000,
169.710000,
84.855000,
101.826000,
169.710000,
84.855000,
118.797000,
118.797000,
118.797000,
152.739000,
67.884000,
135.768000,
67.884000,
84.855000,
135.768000,
169.710000,
118.797000,
390.333000,
135.768000,
67.884000,
101.826000,
101.826000,
135.768000,
135.768000,
101.826000,
169.710000,
135.768000,
101.826000,
84.855000,
101.826000,
152.739000,
135.768000,
67.884000,
118.797000,
101.826000,
220.623000,
203.652000,
118.797000,
67.884000,
118.797000,
101.826000,
186.681000,
67.884000,
67.884000,
67.884000,
203.652000,
237.594000,
186.681000,
237.594000,
356.391000,
220.623000,
84.855000,
101.826000,
152.739000,
135.768000,
135.768000,
84.855000,
84.855000,
169.710000,
84.855000,
84.855000,
101.826000,
271.536000,
441.246000,
118.797000,
118.797000,
101.826000,
101.826000,
67.884000,
101.826000,
101.826000,
254.565000,
101.826000,
203.652000,
101.826000,
84.855000,
84.855000,
84.855000,
67.884000,
118.797000,
84.855000,
67.884000,
67.884000,
118.797000,
84.855000,
67.884000,
118.797000,
101.826000,
169.710000,
118.797000,
67.884000,
84.855000,
152.739000,
101.826000,
101.826000,
237.594000,
152.739000,
101.826000,
135.768000,
101.826000,
84.855000,
84.855000,
118.797000,
84.855000,
84.855000,
67.884000,
288.507000,
135.768000,
84.855000,
288.507000,
84.855000,
356.391000,
84.855000,
118.797000,
67.884000,
84.855000,
67.884000,
84.855000,
84.855000,
84.855000,
84.855000,
84.855000,
101.826000,
101.826000,
203.652000,
67.884000,
84.855000,
118.797000,
135.768000,
203.652000,
101.826000,
84.855000,
101.826000,
135.768000,
135.768000,
84.855000,
203.652000,
101.826000,
101.826000,
135.768000,
67.884000,
84.855000,
67.884000,
101.826000,
118.797000,
271.536000,
118.797000,
254.565000,
84.855000,
271.536000,
203.652000,
67.884000,
84.855000,
84.855000,
101.826000,
169.710000,
101.826000,
67.884000,
67.884000,
203.652000,
67.884000,
101.826000,
152.739000,
67.884000,
118.797000,
135.768000,
220.623000,
67.884000,
118.797000,
84.855000,
101.826000,
84.855000,
67.884000,
84.855000,
84.855000,
84.855000,
101.826000,
220.623000,
118.797000,
169.710000,
118.797000,
84.855000,
67.884000,
67.884000,
424.275000,
101.826000,
169.710000,
84.855000,
169.710000,
67.884000,
186.681000,
67.884000,
186.681000,
220.623000,
101.826000,
118.797000,
67.884000,
101.826000,
220.623000,
67.884000,
101.826000,
152.739000,
169.710000,
118.797000,
203.652000,
67.884000,
101.826000,
135.768000,
186.681000,
67.884000,
118.797000,
67.884000,
118.797000,
67.884000,
67.884000,
84.855000,
67.884000,
152.739000,
118.797000,
135.768000,
135.768000,
322.449000,
118.797000,
203.652000,
101.826000,
84.855000,
84.855000,
84.855000,
135.768000,
67.884000,
135.768000,
101.826000,
135.768000,
203.652000,
67.884000,
118.797000,
84.855000,
118.797000,
101.826000,
101.826000,
254.565000,
101.826000,
101.826000,
101.826000,
152.739000,
288.507000,
67.884000,
186.681000,
67.884000,
135.768000,
169.710000,
203.652000,
101.826000,
101.826000,
186.681000,
67.884000,
169.710000,
84.855000,
67.884000,
118.797000,
152.739000,
118.797000,
220.623000,
135.768000,
84.855000,
203.652000,
169.710000,
254.565000,
84.855000,
186.681000,
67.884000,
101.826000,
152.739000,
67.884000,
67.884000,
67.884000,
67.884000,
101.826000,
203.652000,
101.826000,
67.884000,
169.710000,
186.681000,
84.855000,
118.797000,
169.710000,
220.623000,
101.826000,
67.884000,
101.826000,
135.768000,
186.681000,
254.565000,
67.884000,
169.710000,
84.855000,
203.652000,
152.739000,
186.681000,
101.826000,
135.768000,
67.884000,
101.826000,
118.797000,
152.739000,
101.826000,
118.797000,
135.768000,
84.855000,
237.594000,
101.826000,
84.855000,
186.681000,
84.855000,
67.884000,
203.652000,
169.710000,
322.449000,
135.768000,
237.594000,
101.826000,
67.884000,
135.768000,
135.768000,
152.739000,
101.826000,
152.739000,
84.855000,
152.739000,
135.768000,
67.884000,
203.652000,
67.884000,
203.652000,
237.594000,
67.884000,
101.826000,
271.536000,
84.855000,
220.623000,
101.826000,
135.768000,
169.710000,
186.681000,
305.478000,
118.797000,
271.536000,
135.768000,
186.681000,
203.652000,
84.855000,
152.739000,
67.884000,
118.797000,
84.855000,
118.797000,
84.855000,
101.826000,
186.681000,
67.884000,
322.449000,
135.768000,
101.826000,
101.826000,
135.768000,
118.797000,
203.652000,
84.855000,
169.710000,
101.826000,
152.739000,
203.652000,
67.884000,
67.884000,
135.768000,
67.884000,
84.855000,
84.855000,
152.739000,
101.826000,
84.855000,
135.768000,
101.826000,
118.797000,
254.565000,
67.884000,
186.681000,
186.681000,
152.739000,
101.826000,
152.739000,
186.681000,
118.797000,
305.478000,
118.797000,
271.536000,
305.478000,
135.768000,
101.826000,
135.768000,
67.884000,
135.768000,
67.884000,
118.797000,
152.739000,
84.855000,
203.652000,
101.826000,
169.710000,
84.855000,
84.855000,
101.826000,
101.826000,
254.565000,
186.681000,
67.884000,
84.855000,
67.884000,
220.623000,
135.768000,
84.855000,
67.884000,
220.623000,
152.739000,
152.739000,
118.797000,
101.826000,
118.797000,
169.710000,
135.768000,
84.855000,
186.681000,
84.855000,
186.681000,
390.333000,
186.681000,
237.594000,
67.884000,
118.797000,
254.565000,
203.652000,
135.768000,
67.884000,
135.768000,
118.797000,
135.768000,
118.797000,
84.855000,
84.855000,
118.797000,
203.652000,
152.739000,
203.652000,
118.797000,
169.710000,
101.826000,
203.652000,
67.884000,
152.739000,
135.768000,
84.855000,
254.565000,
118.797000,
118.797000,
67.884000,
101.826000,
67.884000,
84.855000,
84.855000,
118.797000,
203.652000,
135.768000,
84.855000,
84.855000,
152.739000,
135.768000,
67.884000,
67.884000,
322.449000,
152.739000,
67.884000,
152.739000,
152.739000,
237.594000,
67.884000,
118.797000,
67.884000,
84.855000,
135.768000,
67.884000,
101.826000,
135.768000,
67.884000,
135.768000,
84.855000,
169.710000,
135.768000,
152.739000,
186.681000,
118.797000,
169.710000,
186.681000,
101.826000,
67.884000,
186.681000,
67.884000,
135.768000,
118.797000,
254.565000,
118.797000,
152.739000,
67.884000,
84.855000,
67.884000,
67.884000,
101.826000,
135.768000,
118.797000,
67.884000,
67.884000,
84.855000,
84.855000,
84.855000,
101.826000,
101.826000,
237.594000,
152.739000,
237.594000,
203.652000,
135.768000,
84.855000,
84.855000,
203.652000,
67.884000,
84.855000,
152.739000,
135.768000,
101.826000,
186.681000,
84.855000,
84.855000,
101.826000,
169.710000,
135.768000,
118.797000,
186.681000,
101.826000,
84.855000,
118.797000,
101.826000,
118.797000,
101.826000,
237.594000,
237.594000,
101.826000,
152.739000,
101.826000,
101.826000,
84.855000,
101.826000,
67.884000,
67.884000,
84.855000,
84.855000,
84.855000,
84.855000,
169.710000,
169.710000,
101.826000,
152.739000,
186.681000,
67.884000,
305.478000,
135.768000,
118.797000,
84.855000,
67.884000,
101.826000,
118.797000,
84.855000,
101.826000,
84.855000,
101.826000,
356.391000,
101.826000,
67.884000,
135.768000,
118.797000,
101.826000,
101.826000,
135.768000,
135.768000,
67.884000,
118.797000,
101.826000,
84.855000,
271.536000,
203.652000,
84.855000,
67.884000,
152.739000,
152.739000,
84.855000,
67.884000,
101.826000,
135.768000,
67.884000,
101.826000,
67.884000,
101.826000,
118.797000,
67.884000,
135.768000,
203.652000,
203.652000,
118.797000,
152.739000,
101.826000,
118.797000,
169.710000,
254.565000,
152.739000,
577.014000,
135.768000,
101.826000,
135.768000,
271.536000,
237.594000,
186.681000,
135.768000,
152.739000,
84.855000,
152.739000,
67.884000,
135.768000,
101.826000,
118.797000,
101.826000,
101.826000,
101.826000,
84.855000,
101.826000,
135.768000,
84.855000,
101.826000,
203.652000,
67.884000,
152.739000,
118.797000,
169.710000,
84.855000,
101.826000,
322.449000,
101.826000,
84.855000,
84.855000,
101.826000,
118.797000,
84.855000,
186.681000,
101.826000,
101.826000,
220.623000,
169.710000,
67.884000,
169.710000,
118.797000,
118.797000,
118.797000,
135.768000,
101.826000,
135.768000,
101.826000,
373.362000,
203.652000,
135.768000,
67.884000,
67.884000,
254.565000,
186.681000,
67.884000,
135.768000,
118.797000,
135.768000,
186.681000,
152.739000,
220.623000,
135.768000,
118.797000,
118.797000,
101.826000,
118.797000,
152.739000,
67.884000,
118.797000,
67.884000,
407.304000,
135.768000,
152.739000,
118.797000,
135.768000,
118.797000,
373.362000,
101.826000,
67.884000,
101.826000,
118.797000,
67.884000,
118.797000,
237.594000,
118.797000,
84.855000,
67.884000,
84.855000,
84.855000,
135.768000,
169.710000,
67.884000,
169.710000,
118.797000,
84.855000,
67.884000,
152.739000,
288.507000,
67.884000,
271.536000,
135.768000,
118.797000,
254.565000,
220.623000,
271.536000,
152.739000,
169.710000,
118.797000,
67.884000,
186.681000,
67.884000,
118.797000,
135.768000,
84.855000,
84.855000,
152.739000,
118.797000,
101.826000,
84.855000,
118.797000,
84.855000,
101.826000,
356.391000,
135.768000,
169.710000,
135.768000,
135.768000,
84.855000,
118.797000,
84.855000,
101.826000,
67.884000,
152.739000,
186.681000,
101.826000,
101.826000,
67.884000,
67.884000,
169.710000,
101.826000,
67.884000,
135.768000,
67.884000,
67.884000,
254.565000,
152.739000,
237.594000,
186.681000,
101.826000,
152.739000,
305.478000,
220.623000,
169.710000,
118.797000,
101.826000,
135.768000,
186.681000,
67.884000,
101.826000,
67.884000,
67.884000,
84.855000,
67.884000,
101.826000,
118.797000,
84.855000,
101.826000,
101.826000,
84.855000,
407.304000,
186.681000,
186.681000,
118.797000,
169.710000,
118.797000,
118.797000,
288.507000,
101.826000,
135.768000,
135.768000,
101.826000,
118.797000,
186.681000,
67.884000,
203.652000,
169.710000,
186.681000,
220.623000,
84.855000,
254.565000,
254.565000,
152.739000,
84.855000,
101.826000,
186.681000,
152.739000,
101.826000,
169.710000,
101.826000,
