Objects Inv Int (1/um),
0.003101,
0.001228,
0.000640,
0.008418,
0.002266,
0.001733,
0.008418,
0.001071,
0.009821,
0.003683,
0.002182,
0.001473,
0.001254,
0.005357,
0.001016,
0.004910,
0.001052,
0.002946,
0.009821,
0.009821,
0.002806,
0.002946,
0.003274,
0.002266,
0.005357,
0.006547,
0.003928,
0.002266,
0.001786,
0.000796,
0.003274,
0.001637,
0.003466,
0.001339,
0.008418,
0.004533,
0.003101,
0.001841,
0.007366,
0.005892,
0.002806,
0.008418,
0.003101,
0.002182,
0.008418,
0.003466,
0.001370,
0.003101,
0.003683,
0.002104,
0.001637,
0.001155,
0.008418,
0.002562,
0.002032,
0.009821,
0.001254,
0.005892,
0.002806,
0.002357,
0.002357,
0.006547,
0.001281,
0.008418,
0.002182,
0.002032,
0.003928,
0.001091,
0.011785,
0.003274,
0.007366,
0.009821,
0.004533,
0.003466,
0.003101,
0.002182,
0.004209,
0.007366,
0.003683,
0.002357,
0.001901,
0.001964,
0.004209,
0.003274,
0.002946,
0.001637,
0.003466,
0.001437,
0.009821,
0.005892,
0.003928,
0.001901,
0.014731,
0.005892,
0.002806,
0.014731,
0.003466,
0.002266,
0.008418,
0.002678,
0.001437,
0.001511,
0.001901,
0.002032,
0.001733,
0.009821,
0.002562,
0.002562,
0.008418,
0.002104,
0.001155,
0.002455,
0.002455,
0.007366,
0.009821,
0.003466,
0.005892,
0.006547,
0.009821,
0.005357,
0.000818,
0.003928,
0.006547,
0.002357,
0.003928,
0.006547,
0.003466,
0.002806,
0.001901,
0.001964,
0.003466,
0.004910,
0.004910,
0.001841,
0.001901,
0.003683,
0.006547,
0.002946,
0.007366,
0.002032,
0.003101,
0.001403,
0.008418,
0.005892,
0.006547,
0.005357,
0.004209,
0.005357,
0.009821,
0.003928,
0.003101,
0.001964,
0.004533,
0.004209,
0.008418,
0.002182,
0.001511,
0.001473,
0.002678,
0.005357,
0.001964,
0.004533,
0.009821,
0.009821,
0.002678,
0.001733,
0.003101,
0.009821,
0.001281,
0.002562,
0.002678,
0.008418,
0.005357,
0.003928,
0.009821,
0.004209,
0.014731,
0.008418,
0.008418,
0.002357,
0.001964,
0.004209,
0.007366,
0.002455,
0.009821,
0.004209,
0.011785,
0.003101,
0.002357,
0.001901,
0.002678,
0.002946,
0.005357,
0.006547,
0.004910,
0.003101,
0.002678,
0.001370,
0.003101,
0.005357,
0.007366,
0.005357,
0.002946,
0.001254,
0.006547,
0.004533,
0.004533,
0.005892,
0.006547,
0.001551,
0.008418,
0.003466,
0.002562,
0.003928,
0.001551,
0.001841,
0.001901,
0.007366,
0.002678,
0.007366,
0.001841,
0.002182,
0.001511,
0.001901,
0.008418,
0.004209,
0.001071,
0.007366,
0.001112,
0.004533,
0.002104,
0.003274,
0.009821,
0.007366,
0.009821,
0.003466,
0.007366,
0.002562,
0.004533,
0.005892,
0.002455,
0.003101,
0.002104,
0.002032,
0.002182,
0.003466,
0.003928,
0.011785,
0.006547,
0.002806,
0.001437,
0.001473,
0.011785,
0.008418,
0.004910,
0.007366,
0.003683,
0.005357,
0.007366,
0.001281,
0.006547,
0.001841,
0.006547,
0.005357,
0.009821,
0.003274,
0.004910,
0.007366,
0.003274,
0.002806,
0.002946,
0.007366,
0.002266,
0.002182,
0.014731,
0.001901,
0.003683,
0.005357,
0.002032,
0.001786,
0.001034,
0.001437,
0.005892,
0.001964,
0.002562,
0.009821,
0.002806,
0.001511,
0.004209,
0.001786,
0.001178,
0.002562,
0.007366,
0.005892,
0.005357,
0.001511,
0.009821,
0.004910,
0.001841,
0.001841,
0.002104,
0.003466,
0.004209,
0.007366,
0.006547,
0.005892,
0.002455,
0.001339,
0.001593,
0.006547,
0.009821,
0.011785,
0.005357,
0.006547,
0.002032,
0.001091,
0.001786,
0.011785,
0.002678,
0.001901,
0.005357,
0.001786,
0.003274,
0.002455,
0.007366,
0.002357,
0.002562,
0.009821,
0.001841,
0.001593,
0.000693,
0.000710,
0.001551,
0.002455,
0.011785,
0.006547,
0.009821,
0.000999,
0.001370,
0.001473,
0.001551,
0.006547,
0.005357,
0.005357,
0.001964,
0.009821,
0.003466,
0.001551,
0.004209,
0.007366,
0.000950,
0.002562,
0.001071,
0.001403,
0.002806,
0.005892,
0.009821,
0.005357,
0.001370,
0.003928,
0.001733,
0.002104,
0.011785,
0.002946,
0.001339,
0.001684,
0.002104,
0.003928,
0.005357,
0.002357,
0.002562,
0.007366,
0.006547,
0.002562,
0.001593,
0.008418,
0.003928,
0.002806,
0.002455,
0.001091,
0.005357,
0.001309,
0.001511,
0.011785,
0.001841,
0.002182,
0.001339,
0.001281,
0.003274,
0.002562,
0.004910,
0.011785,
0.003683,
0.009821,
0.002562,
0.001034,
0.000854,
0.002562,
0.002182,
0.002562,
0.001511,
0.002806,
0.005357,
0.000879,
0.003101,
0.003683,
0.005892,
0.002455,
0.011785,
0.003101,
0.001437,
0.001473,
0.002032,
0.002032,
0.004209,
0.009821,
0.001733,
0.003928,
0.006547,
0.001733,
0.001901,
0.007366,
0.007366,
0.011785,
0.004910,
0.002946,
0.001254,
0.008418,
0.006547,
0.002806,
0.005892,
0.001733,
0.008418,
0.001637,
0.003274,
0.001370,
0.007366,
0.001339,
0.001403,
0.003683,
0.011785,
0.003274,
0.001473,
0.003101,
0.001786,
0.003928,
0.001339,
0.002266,
0.002455,
0.002946,
0.009821,
0.002455,
0.001841,
0.001593,
0.002562,
0.003101,
0.004533,
0.006547,
0.002455,
0.001964,
0.001437,
0.004533,
0.002104,
0.004910,
0.001133,
0.004910,
0.008418,
0.001511,
0.005892,
0.001228,
0.002678,
0.005892,
0.008418,
0.007366,
0.004910,
0.003466,
0.008418,
0.002357,
0.007366,
0.006547,
0.003101,
0.002946,
0.009821,
0.008418,
0.003466,
0.003274,
0.008418,
0.002946,
0.003928,
0.003466,
0.011785,
0.004533,
0.003683,
0.005892,
0.003274,
0.004910,
0.001091,
0.008418,
0.003466,
0.000907,
0.001733,
0.003683,
0.006547,
0.002104,
0.006547,
0.001511,
0.003101,
0.008418,
0.002104,
0.001901,
0.001733,
0.002946,
0.003101,
0.004209,
0.008418,
0.002455,
0.001637,
0.003683,
0.002357,
0.004209,
0.001684,
0.000893,
0.005357,
0.001684,
0.007366,
