Objects Int (um),
1069.173000,
1340.709000,
1323.738000,
1340.709000,
1323.738000,
1137.057000,
1272.825000,
1238.883000,
1086.144000,
984.318000,
492.159000,
339.420000,
424.275000,
390.333000,
305.478000,
237.594000,
322.449000,
424.275000,
220.623000,
526.101000,
967.347000,
899.463000,
1069.173000,
984.318000,
865.521000,
831.579000,
746.724000,
712.782000,
644.898000,
627.927000,
67.884000,
543.072000,
678.840000,
152.739000,
509.130000,
1187.970000,
509.130000,
1323.738000,
509.130000,
1425.564000,
492.159000,
1578.303000,
492.159000,
1697.100000,
475.188000,
1832.868000,
441.246000,
1968.636000,
424.275000,
1883.781000,
84.855000,
373.362000,
1629.216000,
458.217000,
1595.274000,
407.304000,
1561.332000,
407.304000,
1561.332000,
390.333000,
1510.419000,
458.217000,
1408.593000,
458.217000,
1323.738000,
475.188000,
1289.796000,
458.217000,
1255.854000,
458.217000,
1425.564000,
441.246000,
1408.593000,
390.333000,
1323.738000,
152.739000,
1289.796000,
1255.854000,
1187.970000,
1154.028000,
1323.738000,
1357.680000,
1289.796000,
1238.883000,
1154.028000,
1086.144000,
1120.086000,
1357.680000,
1527.390000,
1815.897000,
2070.462000,
2291.085000,
2562.621000,
2647.476000,
2511.708000,
2341.998000,
2223.201000,
2070.462000,
1917.723000,
1629.216000,
1323.738000,
1052.202000,
322.449000,
84.855000,
118.797000,
101.826000,
84.855000,
118.797000,
118.797000,
1798.926000,
2308.056000,
2630.505000,
2647.476000,
2630.505000,
2494.737000,
67.884000,
2240.172000,
288.507000,
1832.868000,
1832.868000,
1493.448000,
967.347000,
67.884000,
746.724000,
933.405000,
984.318000,
1035.231000,
1035.231000,
1052.202000,
678.840000,
169.710000,
644.898000,
593.985000,
593.985000,
729.753000,
797.637000,
899.463000,
967.347000,
1001.289000,
1018.260000,
1018.260000,
899.463000,
101.826000,
865.521000,
1069.173000,
1001.289000,
933.405000,
814.608000,
797.637000,
780.666000,
729.753000,
746.724000,
797.637000,
797.637000,
797.637000,
746.724000,
441.246000,
135.768000,
390.333000,
339.420000,
339.420000,
254.565000,
152.739000,
152.739000,
220.623000,
322.449000,
441.246000,
424.275000,
373.362000,
746.724000,
695.811000,
661.869000,
678.840000,
746.724000,
797.637000,
746.724000,
712.782000,
678.840000,
593.985000,
577.014000,
509.130000,
475.188000,
407.304000,
373.362000,
339.420000,
458.217000,
441.246000,
424.275000,
424.275000,
390.333000,
356.391000,
305.478000,
271.536000,
356.391000,
373.362000,
407.304000,
407.304000,
407.304000,
441.246000,
475.188000,
475.188000,
424.275000,
424.275000,
424.275000,
339.420000,
186.681000,
67.884000,
101.826000,
135.768000,
305.478000,
1103.115000,
1595.274000,
2104.404000,
2460.795000,
2783.244000,
3020.838000,
3156.606000,
3258.432000,
3767.562000,
2919.012000,
2545.650000,
2291.085000,
2630.505000,
2443.824000,
118.797000,
2291.085000,
1697.100000,
4683.996000,
4412.460000,
4157.895000,
3767.562000,
3428.142000,
3173.577000,
2969.925000,
2715.360000,
1968.636000,
1425.564000,
101.826000,
152.739000,
84.855000,
67.884000,
67.884000,
67.884000,
101.826000,
475.188000,
797.637000,
1069.173000,
1340.709000,
1629.216000,
1595.274000,
1595.274000,
1663.158000,
1629.216000,
1663.158000,
1578.303000,
1459.506000,
1323.738000,
1154.028000,
1001.289000,
848.550000,
322.449000,
678.840000,
848.550000,
746.724000,
678.840000,
610.956000,
526.101000,
712.782000,
780.666000,
848.550000,
916.434000,
933.405000,
593.985000,
543.072000,
509.130000,
543.072000,
543.072000,
543.072000,
543.072000,
610.956000,
644.898000,
695.811000,
746.724000,
780.666000,
814.608000,
848.550000,
865.521000,
882.492000,
780.666000,
678.840000,
780.666000,
712.782000,
695.811000,
661.869000,
644.898000,
610.956000,
593.985000,
577.014000,
560.043000,
577.014000,
577.014000,
577.014000,
610.956000,
644.898000,
424.275000,
118.797000,
390.333000,
356.391000,
339.420000,
322.449000,
271.536000,
203.652000,
118.797000,
84.855000,
169.710000,
237.594000,
356.391000,
339.420000,
339.420000,
305.478000,
271.536000,
475.188000,
577.014000,
577.014000,
543.072000,
560.043000,
543.072000,
644.898000,
712.782000,
644.898000,
627.927000,
577.014000,
526.101000,
475.188000,
458.217000,
407.304000,
373.362000,
339.420000,
288.507000,
305.478000,
373.362000,
407.304000,
390.333000,
373.362000,
356.391000,
322.449000,
271.536000,
254.565000,
237.594000,
288.507000,
356.391000,
390.333000,
407.304000,
407.304000,
441.246000,
458.217000,
475.188000,
424.275000,
390.333000,
373.362000,
305.478000,
169.710000,
186.681000,
186.681000,
118.797000,
118.797000,
390.333000,
678.840000,
984.318000,
1306.767000,
1493.448000,
1697.100000,
1934.694000,
2138.346000,
2494.737000,
729.753000,
526.101000,
2274.114000,
6992.052000,
7093.878000,
7127.820000,
7127.820000,
6992.052000,
6720.516000,
6482.922000,
4123.953000,
84.855000,
1204.941000,
1595.274000,
882.492000,
509.130000,
305.478000,
84.855000,
84.855000,
254.565000,
475.188000,
610.956000,
746.724000,
814.608000,
865.521000,
916.434000,
950.376000,
1001.289000,
1103.115000,
1086.144000,
1018.260000,
1052.202000,
1052.202000,
1052.202000,
1052.202000,
1086.144000,
1069.173000,
1052.202000,
967.347000,
882.492000,
797.637000,
678.840000,
577.014000,
475.188000,
593.985000,
695.811000,
627.927000,
577.014000,
526.101000,
509.130000,
492.159000,
627.927000,
695.811000,
729.753000,
797.637000,
526.101000,
560.043000,
492.159000,
492.159000,
509.130000,
492.159000,
526.101000,
509.130000,
492.159000,
475.188000,
526.101000,
543.072000,
577.014000,
610.956000,
627.927000,
661.869000,
712.782000,
746.724000,
780.666000,
780.666000,
729.753000,
610.956000,
543.072000,
560.043000,
610.956000,
593.985000,
577.014000,
560.043000,
543.072000,
526.101000,
509.130000,
475.188000,
475.188000,
458.217000,
475.188000,
441.246000,
475.188000,
492.159000,
509.130000,
373.362000,
373.362000,
356.391000,
339.420000,
322.449000,
288.507000,
271.536000,
186.681000,
135.768000,
84.855000,
152.739000,
288.507000,
305.478000,
305.478000,
305.478000,
288.507000,
271.536000,
237.594000,
322.449000,
424.275000,
509.130000,
475.188000,
492.159000,
254.565000,
492.159000,
509.130000,
509.130000,
577.014000,
627.927000,
593.985000,
577.014000,
526.101000,
509.130000,
441.246000,
407.304000,
373.362000,
339.420000,
322.449000,
288.507000,
288.507000,
322.449000,
339.420000,
356.391000,
356.391000,
322.449000,
322.449000,
288.507000,
271.536000,
237.594000,
220.623000,
237.594000,
322.449000,
373.362000,
407.304000,
458.217000,
458.217000,
441.246000,
441.246000,
475.188000,
390.333000,
339.420000,
271.536000,
220.623000,
152.739000,
254.565000,
424.275000,
661.869000,
780.666000,
916.434000,
1001.289000,
1137.057000,
1238.883000,
1255.854000,
1289.796000,
1340.709000,
1391.622000,
1476.477000,
1527.390000,
1612.245000,
1578.303000,
1578.303000,
1527.390000,
2036.520000,
2002.578000,
1985.607000,
2579.592000,
2494.737000,
2392.911000,
2749.302000,
2851.128000,
2579.592000,
2494.737000,
2443.824000,
2494.737000,
2511.708000,
2562.621000,
2426.853000,
2274.114000,
2019.549000,
1900.752000,
1697.100000,
1527.390000,
1408.593000,
1255.854000,
1103.115000,
967.347000,
865.521000,
661.869000,
509.130000,
339.420000,
152.739000,
67.884000,
84.855000,
84.855000,
288.507000,
424.275000,
475.188000,
577.014000,
577.014000,
593.985000,
610.956000,
644.898000,
695.811000,
712.782000,
712.782000,
729.753000,
746.724000,
763.695000,
848.550000,
831.579000,
797.637000,
797.637000,
797.637000,
814.608000,
831.579000,
814.608000,
814.608000,
797.637000,
814.608000,
814.608000,
746.724000,
661.869000,
593.985000,
526.101000,
441.246000,
407.304000,
356.391000,
509.130000,
593.985000,
560.043000,
509.130000,
492.159000,
492.159000,
492.159000,
492.159000,
610.956000,
644.898000,
577.014000,
441.246000,
441.246000,
475.188000,
475.188000,
475.188000,
475.188000,
475.188000,
492.159000,
475.188000,
475.188000,
458.217000,
441.246000,
458.217000,
492.159000,
509.130000,
543.072000,
543.072000,
577.014000,
593.985000,
644.898000,
661.869000,
661.869000,
661.869000,
627.927000,
627.927000,
577.014000,
458.217000,
407.304000,
560.043000,
543.072000,
526.101000,
509.130000,
475.188000,
475.188000,
458.217000,
441.246000,
424.275000,
390.333000,
390.333000,
237.594000,
407.304000,
118.797000,
407.304000,
407.304000,
424.275000,
424.275000,
373.362000,
322.449000,
322.449000,
339.420000,
322.449000,
322.449000,
288.507000,
271.536000,
203.652000,
152.739000,
118.797000,
84.855000,
169.710000,
305.478000,
254.565000,
271.536000,
271.536000,
254.565000,
237.594000,
237.594000,
220.623000,
271.536000,
339.420000,
424.275000,
458.217000,
475.188000,
458.217000,
475.188000,
475.188000,
492.159000,
492.159000,
543.072000,
593.985000,
577.014000,
526.101000,
492.159000,
441.246000,
390.333000,
356.391000,
305.478000,
288.507000,
271.536000,
288.507000,
271.536000,
305.478000,
339.420000,
339.420000,
322.449000,
305.478000,
288.507000,
271.536000,
254.565000,
220.623000,
203.652000,
220.623000,
322.449000,
407.304000,
441.246000,
492.159000,
475.188000,
424.275000,
475.188000,
441.246000,
373.362000,
288.507000,
237.594000,
220.623000,
135.768000,
237.594000,
458.217000,
577.014000,
644.898000,
712.782000,
797.637000,
882.492000,
882.492000,
882.492000,
899.463000,
967.347000,
967.347000,
1018.260000,
1069.173000,
1086.144000,
1154.028000,
1137.057000,
1103.115000,
1103.115000,
1086.144000,
1069.173000,
1069.173000,
1035.231000,
1018.260000,
1018.260000,
1001.289000,
1187.970000,
1306.767000,
1272.825000,
1255.854000,
1221.912000,
1170.999000,
1289.796000,
1391.622000,
1391.622000,
1306.767000,
1204.941000,
1154.028000,
1170.999000,
1272.825000,
1374.651000,
1357.680000,
1340.709000,
1374.651000,
1357.680000,
1357.680000,
1340.709000,
1323.738000,
1340.709000,
1306.767000,
1323.738000,
1306.767000,
1289.796000,
1272.825000,
1289.796000,
1221.912000,
1187.970000,
1137.057000,
1103.115000,
1069.173000,
984.318000,
933.405000,
848.550000,
797.637000,
729.753000,
678.840000,
661.869000,
644.898000,
458.217000,
305.478000,
152.739000,
67.884000,
67.884000,
101.826000,
220.623000,
356.391000,
424.275000,
441.246000,
475.188000,
475.188000,
492.159000,
509.130000,
509.130000,
543.072000,
560.043000,
543.072000,
577.014000,
577.014000,
593.985000,
610.956000,
627.927000,
644.898000,
729.753000,
678.840000,
678.840000,
661.869000,
661.869000,
678.840000,
678.840000,
661.869000,
661.869000,
661.869000,
661.869000,
661.869000,
661.869000,
661.869000,
678.840000,
610.956000,
560.043000,
492.159000,
424.275000,
373.362000,
339.420000,
322.449000,
390.333000,
458.217000,
526.101000,
509.130000,
509.130000,
509.130000,
492.159000,
492.159000,
492.159000,
543.072000,
509.130000,
390.333000,
390.333000,
424.275000,
407.304000,
424.275000,
458.217000,
458.217000,
475.188000,
492.159000,
475.188000,
458.217000,
186.681000,
458.217000,
152.739000,
441.246000,
441.246000,
424.275000,
458.217000,
475.188000,
475.188000,
509.130000,
526.101000,
577.014000,
577.014000,
593.985000,
593.985000,
593.985000,
577.014000,
577.014000,
560.043000,
526.101000,
67.884000,
441.246000,
390.333000,
441.246000,
509.130000,
492.159000,
475.188000,
458.217000,
458.217000,
424.275000,
424.275000,
407.304000,
390.333000,
373.362000,
373.362000,
373.362000,
373.362000,
390.333000,
373.362000,
390.333000,
305.478000,
271.536000,
288.507000,
305.478000,
322.449000,
322.449000,
288.507000,
305.478000,
254.565000,
186.681000,
152.739000,
118.797000,
67.884000,
84.855000,
254.565000,
254.565000,
254.565000,
254.565000,
254.565000,
254.565000,
237.594000,
220.623000,
220.623000,
186.681000,
254.565000,
322.449000,
339.420000,
458.217000,
441.246000,
458.217000,
441.246000,
475.188000,
475.188000,
475.188000,
475.188000,
509.130000,
543.072000,
560.043000,
509.130000,
458.217000,
441.246000,
356.391000,
322.449000,
305.478000,
271.536000,
288.507000,
271.536000,
271.536000,
288.507000,
322.449000,
339.420000,
339.420000,
305.478000,
288.507000,
254.565000,
237.594000,
220.623000,
220.623000,
254.565000,
322.449000,
441.246000,
509.130000,
509.130000,
509.130000,
475.188000,
441.246000,
424.275000,
339.420000,
254.565000,
237.594000,
169.710000,
67.884000,
356.391000,
441.246000,
526.101000,
560.043000,
627.927000,
678.840000,
695.811000,
712.782000,
729.753000,
729.753000,
763.695000,
780.666000,
814.608000,
848.550000,
865.521000,
899.463000,
916.434000,
865.521000,
882.492000,
848.550000,
848.550000,
848.550000,
831.579000,
831.579000,
814.608000,
814.608000,
814.608000,
797.637000,
797.637000,
780.666000,
763.695000,
763.695000,
729.753000,
831.579000,
882.492000,
967.347000,
967.347000,
916.434000,
899.463000,
882.492000,
848.550000,
814.608000,
797.637000,
848.550000,
831.579000,
882.492000,
916.434000,
899.463000,
865.521000,
848.550000,
814.608000,
814.608000,
899.463000,
916.434000,
950.376000,
950.376000,
967.347000,
950.376000,
933.405000,
933.405000,
950.376000,
950.376000,
916.434000,
916.434000,
916.434000,
899.463000,
916.434000,
899.463000,
882.492000,
899.463000,
916.434000,
916.434000,
916.434000,
933.405000,
933.405000,
933.405000,
865.521000,
882.492000,
848.550000,
848.550000,
814.608000,
763.695000,
746.724000,
712.782000,
644.898000,
627.927000,
610.956000,
577.014000,
560.043000,
526.101000,
509.130000,
339.420000,
152.739000,
84.855000,
84.855000,
186.681000,
271.536000,
356.391000,
356.391000,
407.304000,
407.304000,
390.333000,
407.304000,
424.275000,
458.217000,
458.217000,
475.188000,
475.188000,
475.188000,
475.188000,
509.130000,
509.130000,
509.130000,
543.072000,
543.072000,
526.101000,
560.043000,
610.956000,
610.956000,
593.985000,
593.985000,
577.014000,
577.014000,
577.014000,
577.014000,
577.014000,
593.985000,
577.014000,
577.014000,
577.014000,
577.014000,
577.014000,
577.014000,
560.043000,
67.884000,
543.072000,
169.710000,
492.159000,
118.797000,
424.275000,
390.333000,
356.391000,
322.449000,
288.507000,
322.449000,
407.304000,
458.217000,
526.101000,
526.101000,
526.101000,
526.101000,
526.101000,
509.130000,
407.304000,
373.362000,
356.391000,
356.391000,
390.333000,
390.333000,
407.304000,
424.275000,
458.217000,
492.159000,
492.159000,
492.159000,
458.217000,
475.188000,
458.217000,
441.246000,
441.246000,
424.275000,
424.275000,
441.246000,
475.188000,
475.188000,
509.130000,
543.072000,
560.043000,
543.072000,
543.072000,
543.072000,
543.072000,
543.072000,
526.101000,
526.101000,
509.130000,
509.130000,
390.333000,
407.304000,
441.246000,
458.217000,
458.217000,
441.246000,
424.275000,
390.333000,
407.304000,
390.333000,
356.391000,
356.391000,
356.391000,
373.362000,
356.391000,
373.362000,
356.391000,
356.391000,
305.478000,
254.565000,
254.565000,
271.536000,
288.507000,
305.478000,
322.449000,
305.478000,
288.507000,
254.565000,
186.681000,
152.739000,
118.797000,
118.797000,
237.594000,
237.594000,
237.594000,
254.565000,
237.594000,
237.594000,
237.594000,
237.594000,
203.652000,
186.681000,
220.623000,
271.536000,
305.478000,
373.362000,
441.246000,
441.246000,
458.217000,
441.246000,
441.246000,
441.246000,
441.246000,
441.246000,
492.159000,
509.130000,
543.072000,
526.101000,
475.188000,
407.304000,
339.420000,
322.449000,
305.478000,
305.478000,
271.536000,
271.536000,
288.507000,
305.478000,
322.449000,
339.420000,
305.478000,
288.507000,
271.536000,
254.565000,
237.594000,
254.565000,
271.536000,
356.391000,
492.159000,
526.101000,
526.101000,
543.072000,
509.130000,
441.246000,
390.333000,
322.449000,
220.623000,
186.681000,
101.826000,
356.391000,
407.304000,
475.188000,
543.072000,
593.985000,
610.956000,
610.956000,
593.985000,
627.927000,
627.927000,
644.898000,
661.869000,
678.840000,
695.811000,
746.724000,
763.695000,
780.666000,
763.695000,
729.753000,
729.753000,
746.724000,
746.724000,
729.753000,
729.753000,
712.782000,
695.811000,
712.782000,
712.782000,
712.782000,
678.840000,
661.869000,
678.840000,
695.811000,
678.840000,
644.898000,
627.927000,
610.956000,
610.956000,
593.985000,
610.956000,
644.898000,
695.811000,
729.753000,
746.724000,
746.724000,
746.724000,
712.782000,
678.840000,
644.898000,
610.956000,
577.014000,
593.985000,
593.985000,
627.927000,
678.840000,
695.811000,
695.811000,
729.753000,
729.753000,
678.840000,
661.869000,
661.869000,
661.869000,
644.898000,
661.869000,
695.811000,
729.753000,
746.724000,
712.782000,
763.695000,
746.724000,
763.695000,
712.782000,
729.753000,
729.753000,
729.753000,
712.782000,
712.782000,
712.782000,
712.782000,
712.782000,
712.782000,
712.782000,
712.782000,
695.811000,
678.840000,
712.782000,
712.782000,
712.782000,
712.782000,
712.782000,
746.724000,
746.724000,
763.695000,
746.724000,
695.811000,
712.782000,
695.811000,
644.898000,
661.869000,
644.898000,
610.956000,
610.956000,
577.014000,
560.043000,
543.072000,
526.101000,
492.159000,
475.188000,
458.217000,
441.246000,
356.391000,
118.797000,
67.884000,
220.623000,
288.507000,
67.884000,
305.478000,
84.855000,
339.420000,
84.855000,
339.420000,
67.884000,
356.391000,
356.391000,
390.333000,
390.333000,
407.304000,
407.304000,
424.275000,
407.304000,
441.246000,
424.275000,
135.768000,
424.275000,
118.797000,
424.275000,
84.855000,
458.217000,
475.188000,
475.188000,
492.159000,
475.188000,
492.159000,
492.159000,
526.101000,
543.072000,
593.985000,
543.072000,
526.101000,
526.101000,
526.101000,
543.072000,
509.130000,
526.101000,
526.101000,
543.072000,
509.130000,
526.101000,
509.130000,
509.130000,
509.130000,
492.159000,
526.101000,
509.130000,
458.217000,
424.275000,
407.304000,
339.420000,
322.449000,
271.536000,
322.449000,
339.420000,
441.246000,
492.159000,
577.014000,
560.043000,
560.043000,
543.072000,
458.217000,
356.391000,
305.478000,
322.449000,
356.391000,
373.362000,
373.362000,
390.333000,
407.304000,
458.217000,
475.188000,
509.130000,
492.159000,
492.159000,
458.217000,
458.217000,
441.246000,
441.246000,
424.275000,
424.275000,
424.275000,
475.188000,
475.188000,
526.101000,
526.101000,
526.101000,
509.130000,
509.130000,
526.101000,
509.130000,
509.130000,
492.159000,
526.101000,
492.159000,
526.101000,
492.159000,
390.333000,
373.362000,
424.275000,
458.217000,
458.217000,
424.275000,
441.246000,
407.304000,
407.304000,
390.333000,
356.391000,
356.391000,
356.391000,
339.420000,
339.420000,
339.420000,
356.391000,
305.478000,
271.536000,
254.565000,
254.565000,
271.536000,
288.507000,
322.449000,
322.449000,
339.420000,
271.536000,
254.565000,
203.652000,
152.739000,
118.797000,
101.826000,
84.855000,
220.623000,
237.594000,
237.594000,
237.594000,
254.565000,
254.565000,
237.594000,
254.565000,
203.652000,
203.652000,
220.623000,
254.565000,
271.536000,
356.391000,
390.333000,
458.217000,
458.217000,
492.159000,
458.217000,
475.188000,
458.217000,
475.188000,
458.217000,
492.159000,
509.130000,
526.101000,
526.101000,
458.217000,
407.304000,
356.391000,
322.449000,
305.478000,
305.478000,
288.507000,
288.507000,
305.478000,
322.449000,
339.420000,
322.449000,
288.507000,
271.536000,
254.565000,
271.536000,
339.420000,
424.275000,
475.188000,
560.043000,
593.985000,
577.014000,
509.130000,
407.304000,
373.362000,
322.449000,
220.623000,
169.710000,
305.478000,
390.333000,
458.217000,
475.188000,
543.072000,
543.072000,
526.101000,
543.072000,
526.101000,
560.043000,
560.043000,
593.985000,
593.985000,
644.898000,
644.898000,
678.840000,
695.811000,
678.840000,
678.840000,
661.869000,
661.869000,
644.898000,
661.869000,
644.898000,
644.898000,
627.927000,
644.898000,
644.898000,
610.956000,
627.927000,
627.927000,
627.927000,
610.956000,
627.927000,
593.985000,
610.956000,
577.014000,
593.985000,
577.014000,
543.072000,
560.043000,
526.101000,
526.101000,
509.130000,
509.130000,
509.130000,
577.014000,
593.985000,
593.985000,
644.898000,
644.898000,
644.898000,
593.985000,
593.985000,
543.072000,
526.101000,
526.101000,
492.159000,
492.159000,
475.188000,
526.101000,
509.130000,
560.043000,
543.072000,
577.014000,
593.985000,
593.985000,
610.956000,
593.985000,
593.985000,
560.043000,
560.043000,
526.101000,
543.072000,
560.043000,
577.014000,
593.985000,
610.956000,
644.898000,
627.927000,
627.927000,
644.898000,
610.956000,
627.927000,
627.927000,
627.927000,
610.956000,
627.927000,
610.956000,
593.985000,
610.956000,
593.985000,
610.956000,
593.985000,
610.956000,
593.985000,
593.985000,
627.927000,
577.014000,
610.956000,
593.985000,
610.956000,
593.985000,
627.927000,
593.985000,
644.898000,
627.927000,
610.956000,
644.898000,
627.927000,
661.869000,
644.898000,
610.956000,
610.956000,
593.985000,
543.072000,
577.014000,
577.014000,
543.072000,
526.101000,
509.130000,
509.130000,
475.188000,
475.188000,
441.246000,
441.246000,
407.304000,
407.304000,
390.333000,
101.826000,
101.826000,
84.855000,
169.710000,
271.536000,
271.536000,
305.478000,
322.449000,
339.420000,
339.420000,
356.391000,
356.391000,
373.362000,
373.362000,
373.362000,
390.333000,
390.333000,
390.333000,
407.304000,
407.304000,
407.304000,
424.275000,
424.275000,
441.246000,
458.217000,
458.217000,
458.217000,
475.188000,
84.855000,
475.188000,
101.826000,
475.188000,
84.855000,
492.159000,
526.101000,
543.072000,
526.101000,
509.130000,
492.159000,
509.130000,
492.159000,
492.159000,
492.159000,
509.130000,
492.159000,
492.159000,
492.159000,
475.188000,
492.159000,
492.159000,
492.159000,
475.188000,
475.188000,
492.159000,
441.246000,
407.304000,
373.362000,
322.449000,
288.507000,
288.507000,
339.420000,
407.304000,
492.159000,
560.043000,
627.927000,
610.956000,
509.130000,
441.246000,
339.420000,
271.536000,
305.478000,
356.391000,
356.391000,
373.362000,
390.333000,
424.275000,
475.188000,
492.159000,
509.130000,
526.101000,
509.130000,
492.159000,
492.159000,
475.188000,
458.217000,
441.246000,
441.246000,
458.217000,
492.159000,
509.130000,
509.130000,
509.130000,
509.130000,
509.130000,
509.130000,
509.130000,
492.159000,
492.159000,
509.130000,
509.130000,
526.101000,
509.130000,
509.130000,
373.362000,
373.362000,
424.275000,
458.217000,
441.246000,
441.246000,
424.275000,
407.304000,
407.304000,
390.333000,
356.391000,
356.391000,
339.420000,
356.391000,
339.420000,
339.420000,
305.478000,
254.565000,
237.594000,
254.565000,
271.536000,
288.507000,
305.478000,
322.449000,
339.420000,
305.478000,
271.536000,
220.623000,
169.710000,
101.826000,
220.623000,
237.594000,
237.594000,
254.565000,
237.594000,
254.565000,
254.565000,
254.565000,
237.594000,
220.623000,
203.652000,
220.623000,
254.565000,
305.478000,
356.391000,
390.333000,
458.217000,
492.159000,
492.159000,
492.159000,
475.188000,
475.188000,
475.188000,
475.188000,
509.130000,
526.101000,
560.043000,
560.043000,
492.159000,
407.304000,
390.333000,
356.391000,
339.420000,
305.478000,
305.478000,
322.449000,
339.420000,
356.391000,
322.449000,
305.478000,
305.478000,
390.333000,
509.130000,
509.130000,
560.043000,
593.985000,
593.985000,
560.043000,
509.130000,
407.304000,
356.391000,
203.652000,
67.884000,
254.565000,
407.304000,
458.217000,
492.159000,
492.159000,
492.159000,
492.159000,
509.130000,
509.130000,
526.101000,
543.072000,
560.043000,
577.014000,
593.985000,
610.956000,
627.927000,
627.927000,
627.927000,
627.927000,
627.927000,
610.956000,
610.956000,
610.956000,
610.956000,
610.956000,
593.985000,
593.985000,
593.985000,
593.985000,
593.985000,
577.014000,
577.014000,
577.014000,
577.014000,
577.014000,
560.043000,
560.043000,
560.043000,
543.072000,
543.072000,
526.101000,
526.101000,
492.159000,
492.159000,
475.188000,
475.188000,
458.217000,
458.217000,
441.246000,
475.188000,
492.159000,
509.130000,
526.101000,
543.072000,
543.072000,
560.043000,
543.072000,
526.101000,
509.130000,
492.159000,
492.159000,
475.188000,
458.217000,
441.246000,
424.275000,
424.275000,
458.217000,
458.217000,
475.188000,
492.159000,
492.159000,
526.101000,
526.101000,
543.072000,
560.043000,
543.072000,
526.101000,
526.101000,
509.130000,
509.130000,
492.159000,
475.188000,
509.130000,
509.130000,
526.101000,
543.072000,
543.072000,
560.043000,
560.043000,
560.043000,
560.043000,
543.072000,
560.043000,
560.043000,
543.072000,
560.043000,
543.072000,
543.072000,
543.072000,
543.072000,
543.072000,
543.072000,
526.101000,
543.072000,
526.101000,
526.101000,
543.072000,
526.101000,
526.101000,
543.072000,
526.101000,
543.072000,
543.072000,
543.072000,
543.072000,
560.043000,
543.072000,
560.043000,
577.014000,
560.043000,
577.014000,
577.014000,
593.985000,
577.014000,
593.985000,
526.101000,
560.043000,
543.072000,
509.130000,
526.101000,
526.101000,
509.130000,
492.159000,
492.159000,
475.188000,
458.217000,
441.246000,
424.275000,
407.304000,
390.333000,
390.333000,
373.362000,
67.884000,
84.855000,
84.855000,
67.884000,
84.855000,
186.681000,
254.565000,
271.536000,
288.507000,
305.478000,
305.478000,
322.449000,
322.449000,
339.420000,
356.391000,
356.391000,
373.362000,
356.391000,
390.333000,
373.362000,
390.333000,
390.333000,
407.304000,
390.333000,
424.275000,
407.304000,
424.275000,
424.275000,
441.246000,
441.246000,
458.217000,
441.246000,
475.188000,
475.188000,
492.159000,
526.101000,
526.101000,
492.159000,
492.159000,
492.159000,
475.188000,
492.159000,
475.188000,
492.159000,
475.188000,
492.159000,
475.188000,
492.159000,
458.217000,
475.188000,
458.217000,
492.159000,
101.826000,
458.217000,
101.826000,
492.159000,
492.159000,
458.217000,
390.333000,
339.420000,
305.478000,
271.536000,
373.362000,
441.246000,
543.072000,
593.985000,
627.927000,
577.014000,
509.130000,
407.304000,
339.420000,
