Pixel,Thickness (nm),
24681.000000,48.001236,
24682.000000,67.884003,
24689.000000,169.710007,
24821.000000,144.003708,
24879.000000,48.001236,
24921.000000,101.825996,
24978.000000,96.002472,
24986.000000,48.001236,
25001.000000,139.946442,
25018.000000,107.334030,
25059.000000,75.896622,
25060.000000,96.002472,
25077.000000,96.002472,
25096.000000,122.379623,
25123.000000,135.768005,
25136.000000,67.884003,
25189.000000,75.896622,
25225.000000,139.946442,
25232.000000,75.896622,
25298.000000,135.768005,
25349.000000,122.379623,
25366.000000,122.379623,
25410.000000,122.379623,
25465.000000,96.002472,
25485.000000,96.002472,
25523.000000,96.002472,
25565.000000,75.896622,
25566.000000,75.896622,
25576.000000,67.884003,
25617.000000,48.001236,
25678.000000,75.896622,
25707.000000,75.896622,
25708.000000,96.002472,
25709.000000,107.334030,
25710.000000,122.379623,
25711.000000,144.003708,
25712.000000,169.710007,
25728.000000,67.884003,
25846.000000,144.003708,
25904.000000,48.001236,
25945.000000,107.334030,
25955.000000,33.942001,
25956.000000,33.942001,
26002.000000,75.896622,
26011.000000,67.884003,
26025.000000,122.379623,
26042.000000,96.002472,
26081.000000,75.896622,
26082.000000,96.002472,
26102.000000,75.896622,
26120.000000,139.946442,
26137.000000,48.001236,
26146.000000,96.002472,
26160.000000,48.001236,
26189.000000,33.942001,
26213.000000,96.002472,
26230.000000,67.884003,
26256.000000,75.896622,
26322.000000,135.768005,
26374.000000,122.379623,
26390.000000,107.334030,
26433.000000,135.768005,
26489.000000,75.896622,
26539.000000,48.001236,
26548.000000,96.002472,
26588.000000,75.896622,
26599.000000,48.001236,
26633.000000,33.942001,
26642.000000,48.001236,
26686.000000,67.884003,
26702.000000,48.001236,
26751.000000,75.896622,
26871.000000,135.768005,
26912.000000,48.001236,
26927.000000,48.001236,
26969.000000,122.379623,
26981.000000,48.001236,
27027.000000,67.884003,
27036.000000,67.884003,
27049.000000,107.334030,
27066.000000,75.896622,
27087.000000,107.334030,
27104.000000,96.002472,
27126.000000,96.002472,
27145.000000,122.379623,
27161.000000,67.884003,
27170.000000,75.896622,
27201.000000,122.379623,
27212.000000,33.942001,
27237.000000,122.379623,
27255.000000,75.896622,
27346.000000,135.768005,
27399.000000,122.379623,
27414.000000,101.825996,
27457.000000,135.768005,
27514.000000,67.884003,
27530.000000,75.896622,
27532.000000,96.002472,
27563.000000,75.896622,
27573.000000,75.896622,
27612.000000,96.002472,
27657.000000,33.942001,
27708.000000,75.896622,
27709.000000,75.896622,
27726.000000,33.942001,
27774.000000,96.002472,
27896.000000,107.334030,
27936.000000,75.896622,
27951.000000,48.001236,
27994.000000,122.379623,
28006.000000,48.001236,
28051.000000,75.896622,
28061.000000,48.001236,
28073.000000,96.002472,
28111.000000,122.379623,
28150.000000,107.334030,
28170.000000,107.334030,
28185.000000,75.896622,
28225.000000,144.003708,
28261.000000,144.003708,
28280.000000,75.896622,
28281.000000,96.002472,
28350.000000,67.884003,
28370.000000,122.379623,
28424.000000,107.334030,
28438.000000,96.002472,
28481.000000,135.768005,
28538.000000,75.896622,
28553.000000,75.896622,
28556.000000,75.896622,
28569.000000,75.896622,
28588.000000,75.896622,
28597.000000,96.002472,
28635.000000,96.002472,
28730.000000,75.896622,
28731.000000,96.002472,
28750.000000,48.001236,
28796.000000,75.896622,
28797.000000,96.002472,
28827.000000,96.002472,
28920.000000,107.334030,
28961.000000,96.002472,
29019.000000,122.379623,
29031.000000,48.001236,
29076.000000,75.896622,
29085.000000,48.001236,
29097.000000,75.896622,
29135.000000,139.946442,
29173.000000,122.379623,
29208.000000,122.379623,
29249.000000,169.710007,
29285.000000,169.710007,
29306.000000,107.334030,
29307.000000,135.768005,
29310.000000,107.334030,
29374.000000,75.896622,
29393.000000,122.379623,
29406.000000,48.001236,
29407.000000,48.001236,
29449.000000,96.002472,
29463.000000,75.896622,
29506.000000,107.334030,
29532.000000,33.942001,
29562.000000,48.001236,
29575.000000,96.002472,
29576.000000,75.896622,
29594.000000,75.896622,
29595.000000,48.001236,
29613.000000,75.896622,
29621.000000,107.334030,
29658.000000,96.002472,
29753.000000,96.002472,
29773.000000,48.001236,
29819.000000,67.884003,
29851.000000,101.825996,
29869.000000,75.896622,
29870.000000,67.884003,
29945.000000,96.002472,
29986.000000,96.002472,
30044.000000,107.334030,
30055.000000,75.896622,
30101.000000,75.896622,
30121.000000,67.884003,
30158.000000,182.783264,
30197.000000,144.003708,
30232.000000,135.768005,
30270.000000,122.379623,
30271.000000,144.003708,
30308.000000,169.710007,
30377.000000,33.942001,
30385.000000,33.942001,
